hotel,arrival_date,market_segment,country,lead_time,nights,adr,booking_value,cancel_probability,expected_loss,deposit_type,customer_type
Resort Hotel,2017-06-24,Online TA,PRT,314,7,161.0,1127.0,0.893939,1007.4692530000001,No Deposit,Transient
City Hotel,2017-06-24,Online TA,DNK,265,12,114.08,1368.96,0.6875,941.1600000000001,No Deposit,Transient
City Hotel,2017-06-24,Online TA,DNK,265,12,116.93,1403.16,0.659122,924.85362552,No Deposit,Transient
City Hotel,2017-06-24,Online TA,PRT,265,12,112.87,1354.44,0.659122,892.74120168,No Deposit,Transient
City Hotel,2017-06-24,Online TA,PRT,265,12,112.87,1354.44,0.659122,892.74120168,No Deposit,Transient
Resort Hotel,2017-06-24,Online TA,PRT,86,7,140.0,980.0,0.846535,829.6043000000001,No Deposit,Transient
City Hotel,2017-06-24,Online TA,FRA,136,5,220.0,1100.0,0.744681,819.1491000000001,No Deposit,Transient
Resort Hotel,2017-06-24,Offline TA/TO,PRT,241,10,105.66,1056.6,0.76873,812.2401179999999,No Deposit,Contract
Resort Hotel,2017-06-25,Online TA,GBR,342,7,265.0,1855.0,0.710744,1318.43012,No Deposit,Transient
Resort Hotel,2017-06-25,Online TA,ESP,113,6,248.0,1488.0,0.846535,1259.64408,No Deposit,Transient
Resort Hotel,2017-06-25,Online TA,GBR,342,7,260.0,1820.0,0.585185,1065.0366999999999,No Deposit,Transient
City Hotel,2017-06-25,Online TA,DNK,172,11,126.0,1386.0,0.744681,1032.127866,No Deposit,Transient
Resort Hotel,2017-06-25,Offline TA/TO,PRT,270,14,84.7,1185.8,0.710744,842.8002352,No Deposit,Transient
Resort Hotel,2017-06-25,Corporate,PRT,47,10,93.0,930.0,0.893939,831.36327,No Deposit,Transient
Resort Hotel,2017-06-25,Online TA,PRT,171,5,216.0,1080.0,0.76873,830.2284000000001,No Deposit,Transient
Resort Hotel,2017-06-25,Direct,PRT,159,7,200.0,1400.0,0.585185,819.2589999999999,No Deposit,Transient-Party
City Hotel,2017-06-26,Direct,BRA,31,10,273.7,2737.0,0.444265,1215.953305,No Deposit,Transient
Resort Hotel,2017-06-26,Direct,PRT,205,13,111.0,1443.0,0.76873,1109.27739,No Deposit,Transient
Resort Hotel,2017-06-26,Online TA,GBR,188,14,110.0,1540.0,0.710744,1094.54576,No Deposit,Transient
Resort Hotel,2017-06-26,Online TA,PRT,165,7,140.0,980.0,0.846535,829.6043000000001,No Deposit,Transient
Resort Hotel,2017-06-26,Online TA,PRT,119,5,206.0,1030.0,0.76873,791.7919,No Deposit,Transient
City Hotel,2017-06-26,Online TA,ESP,104,6,169.2,1015.2,0.777778,789.6002256,No Deposit,Transient
City Hotel,2017-06-27,Groups,PRT,141,7,130.0,910.0,1.0,910.0,Non Refund,Transient
City Hotel,2017-06-27,Groups,PRT,141,7,130.0,910.0,1.0,910.0,Non Refund,Transient
City Hotel,2017-06-27,Groups,PRT,141,7,130.0,910.0,1.0,910.0,Non Refund,Transient
City Hotel,2017-06-27,Groups,PRT,141,7,130.0,910.0,1.0,910.0,Non Refund,Transient
City Hotel,2017-06-27,Groups,PRT,141,7,130.0,910.0,1.0,910.0,Non Refund,Transient
City Hotel,2017-06-27,Groups,PRT,141,7,130.0,910.0,1.0,910.0,Non Refund,Transient
City Hotel,2017-06-27,Groups,PRT,141,7,130.0,910.0,1.0,910.0,Non Refund,Transient
City Hotel,2017-06-27,Groups,PRT,141,7,130.0,910.0,1.0,910.0,Non Refund,Transient
City Hotel,2017-06-27,Groups,PRT,141,7,130.0,910.0,1.0,910.0,Non Refund,Transient
City Hotel,2017-06-27,Groups,PRT,141,7,130.0,910.0,1.0,910.0,Non Refund,Transient
City Hotel,2017-06-27,Groups,PRT,141,7,130.0,910.0,1.0,910.0,Non Refund,Transient
City Hotel,2017-06-27,Groups,PRT,141,7,130.0,910.0,1.0,910.0,Non Refund,Transient
City Hotel,2017-06-27,Groups,PRT,214,7,130.0,910.0,1.0,910.0,Non Refund,Transient
City Hotel,2017-06-27,Groups,PRT,141,7,130.0,910.0,1.0,910.0,Non Refund,Transient
City Hotel,2017-06-27,Groups,PRT,141,7,130.0,910.0,1.0,910.0,Non Refund,Transient
City Hotel,2017-06-27,Groups,PRT,141,7,130.0,910.0,1.0,910.0,Non Refund,Transient
City Hotel,2017-06-27,Groups,PRT,141,7,130.0,910.0,1.0,910.0,Non Refund,Transient
City Hotel,2017-06-27,Groups,PRT,141,7,130.0,910.0,1.0,910.0,Non Refund,Transient
City Hotel,2017-06-27,Groups,PRT,141,7,130.0,910.0,1.0,910.0,Non Refund,Transient
City Hotel,2017-06-27,Groups,PRT,141,7,130.0,910.0,1.0,910.0,Non Refund,Transient
City Hotel,2017-06-27,Groups,PRT,141,7,130.0,910.0,1.0,910.0,Non Refund,Transient
City Hotel,2017-06-27,Groups,PRT,141,7,130.0,910.0,1.0,910.0,Non Refund,Transient
City Hotel,2017-06-27,Groups,PRT,141,7,130.0,910.0,1.0,910.0,Non Refund,Transient
City Hotel,2017-06-27,Groups,PRT,141,7,130.0,910.0,1.0,910.0,Non Refund,Transient
City Hotel,2017-06-27,Groups,PRT,141,7,130.0,910.0,1.0,910.0,Non Refund,Transient
City Hotel,2017-06-27,Groups,PRT,141,7,130.0,910.0,1.0,910.0,Non Refund,Transient
City Hotel,2017-06-27,Groups,PRT,141,7,130.0,910.0,1.0,910.0,Non Refund,Transient
City Hotel,2017-06-27,Groups,PRT,141,7,130.0,910.0,1.0,910.0,Non Refund,Transient
City Hotel,2017-06-27,Groups,PRT,141,7,130.0,910.0,1.0,910.0,Non Refund,Transient
City Hotel,2017-06-27,Groups,PRT,141,7,130.0,910.0,1.0,910.0,Non Refund,Transient
Resort Hotel,2017-06-27,Direct,PRT,172,10,110.94,1109.4,0.76873,852.8290620000001,No Deposit,Transient
Resort Hotel,2017-06-27,Online TA,GBR,218,10,140.0,1400.0,0.585185,819.2589999999999,No Deposit,Transient
Resort Hotel,2017-06-28,Online TA,PRT,282,14,160.17,2242.38,0.893939,2004.5509348200003,No Deposit,Transient
Resort Hotel,2017-06-28,Online TA,PRT,154,9,196.0,1764.0,0.846535,1493.28774,No Deposit,Transient
Resort Hotel,2017-06-28,Online TA,PRT,192,14,108.56,1519.84,0.846535,1286.5977544,No Deposit,Transient
Resort Hotel,2017-06-28,Online TA,PRT,178,10,106.56,1065.6,0.893939,952.5813984,No Deposit,Transient
City Hotel,2017-06-28,Online TA,ROU,164,8,157.61,1260.88,0.659122,831.0737473600001,No Deposit,Transient
City Hotel,2017-06-29,Online TA,FRA,213,5,234.36,1171.8,0.744681,872.6171958,No Deposit,Transient
City Hotel,2017-06-29,Online TA,FRA,158,7,154.93,1084.51,0.744681,807.6139913100001,No Deposit,Transient
Resort Hotel,2017-06-30,Online TA,PRT,162,6,180.0,1080.0,0.809524,874.28592,No Deposit,Transient
Resort Hotel,2017-06-30,Online TA,PRT,122,6,176.67,1060.02,0.76873,814.8691746000001,No Deposit,Transient
City Hotel,2017-06-30,Online TA,DEU,153,7,153.51,1074.57,0.744681,800.21186217,No Deposit,Transient
City Hotel,2017-06-30,Online TA,BEL,307,10,120.69,1206.9,0.659122,795.4943418,No Deposit,Transient
Resort Hotel,2017-07-01,Online TA,ZAF,80,7,308.0,2156.0,0.753799,1625.190644,No Deposit,Transient
City Hotel,2017-07-01,Online TA,NOR,257,11,189.18,2080.98,0.75076,1562.3165448,No Deposit,Transient
Resort Hotel,2017-07-01,Offline TA/TO,PRT,248,14,112.2,1570.8,0.753799,1184.0674692,No Deposit,Contract
Resort Hotel,2017-07-01,Online TA,PRT,45,7,210.0,1470.0,0.753799,1108.08453,No Deposit,Transient
Resort Hotel,2017-07-01,Online TA,PRT,146,5,243.0,1215.0,0.865497,1051.578855,No Deposit,Transient
Resort Hotel,2017-07-01,Direct,PRT,185,7,207.0,1449.0,0.669951,970.7589989999999,No Deposit,Transient
Resort Hotel,2017-07-01,Online TA,PRT,259,7,158.5,1109.5,0.858974,953.031653,No Deposit,Transient
Resort Hotel,2017-07-01,Online TA,PRT,184,10,126.0,1260.0,0.753799,949.78674,No Deposit,Transient
Resort Hotel,2017-07-01,Online TA,PRT,164,7,141.12,987.84,0.858974,848.5288761600001,No Deposit,Transient
Resort Hotel,2017-07-01,Online TA,PRT,47,5,210.0,1050.0,0.753799,791.48895,No Deposit,Transient
Resort Hotel,2017-07-02,Online TA,ESP,57,7,300.86,2106.02,0.753799,1587.51576998,No Deposit,Transient
Resort Hotel,2017-07-02,Online TA,PRT,275,12,162.68,1952.16,0.753799,1471.53625584,No Deposit,Transient
Resort Hotel,2017-07-02,Online TA,PRT,188,9,203.11,1827.99,0.753799,1377.93703401,No Deposit,Transient
Resort Hotel,2017-07-02,Corporate,PRT,53,14,120.0,1680.0,0.617424,1037.27232,No Deposit,Transient
Resort Hotel,2017-07-02,Online TA,PRT,259,7,151.33,1059.31,0.858974,909.91974794,No Deposit,Transient
City Hotel,2017-07-02,Online TA,GBR,178,7,179.1,1253.7,0.710012,890.1420444,No Deposit,Transient
City Hotel,2017-07-02,Direct,FRA,237,8,207.0,1656.0,0.535117,886.1537519999999,No Deposit,Transient
Resort Hotel,2017-07-02,Online TA,BEL,177,7,182.86,1280.02,0.658537,842.94053074,No Deposit,Transient
Resort Hotel,2017-07-02,Corporate,PRT,53,12,92.0,1104.0,0.753799,832.194096,No Deposit,Transient
Resort Hotel,2017-07-02,Online TA,PRT,159,7,151.43,1060.01,0.753799,799.03447799,No Deposit,Transient
Resort Hotel,2017-07-03,Online TA,LUX,277,14,259.86,3638.04,0.669951,2437.30853604,No Deposit,Transient
Resort Hotel,2017-07-03,Online TA,NOR,347,10,232.0,2320.0,0.753799,1748.81368,No Deposit,Transient
City Hotel,2017-07-03,Online TA,AGO,160,17,125.1,2126.7,0.75076,1596.6412919999998,No Deposit,Transient
City Hotel,2017-07-03,Online TA,BEL,153,14,152.1,2129.4,0.683333,1455.0892902,No Deposit,Transient
Resort Hotel,2017-07-03,Online TA,NOR,268,11,208.73,2296.03,0.617424,1417.62402672,No Deposit,Transient
Resort Hotel,2017-07-03,Online TA,ROU,150,7,243.71,1705.97,0.753799,1285.95848003,No Deposit,Transient
Resort Hotel,2017-07-03,Online TA,NOR,269,10,204.7,2047.0,0.617424,1263.866928,No Deposit,Transient
Resort Hotel,2017-07-03,Online TA,PRT,186,7,238.71,1670.97,0.753799,1259.57551503,No Deposit,Transient
Resort Hotel,2017-07-03,Online TA,NOR,317,10,184.0,1840.0,0.617424,1136.06016,No Deposit,Transient
Resort Hotel,2017-07-03,Online TA,NOR,347,10,184.0,1840.0,0.617424,1136.06016,No Deposit,Transient
City Hotel,2017-07-03,Online TA,GBR,212,10,158.34,1583.4,0.710012,1124.2330008000001,No Deposit,Transient
Resort Hotel,2017-07-03,Online TA,PRT,300,9,166.92,1502.28,0.658537,989.30696436,No Deposit,Transient
Resort Hotel,2017-07-03,Online TA,ESP,171,7,185.71,1299.97,0.728643,947.2140407100001,No Deposit,Transient
Resort Hotel,2017-07-03,Online TA,PRT,102,4,292.0,1168.0,0.753799,880.437232,No Deposit,Transient
Resort Hotel,2017-07-04,Online TA,IRL,335,14,192.57,2695.98,0.6,1617.588,No Deposit,Transient
Resort Hotel,2017-07-04,Online TA,PRT,164,10,140.0,1400.0,0.858974,1202.5636,No Deposit,Transient
Resort Hotel,2017-07-04,Online TA,PRT,131,7,223.57,1564.99,0.753799,1179.68789701,No Deposit,Transient
Resort Hotel,2017-07-04,Corporate,PRT,55,10,113.0,1130.0,0.858974,970.64062,No Deposit,Transient
Resort Hotel,2017-07-04,Online TA,ESP,153,5,242.0,1210.0,0.787234,952.55314,No Deposit,Transient
Resort Hotel,2017-07-04,Online TA,GBR,236,7,199.86,1399.02,0.617424,863.78852448,No Deposit,Transient
Resort Hotel,2017-07-04,Corporate,PRT,55,10,92.0,920.0,0.858974,790.25608,No Deposit,Transient
Resort Hotel,2017-07-04,Corporate,PRT,55,10,92.0,920.0,0.858974,790.25608,No Deposit,Transient
Resort Hotel,2017-07-05,Online TA,CHE,65,10,264.0,2640.0,0.753799,1990.02936,No Deposit,Transient
Resort Hotel,2017-07-05,Online TA,GBR,168,10,165.6,1656.0,0.728643,1206.632808,No Deposit,Transient
Resort Hotel,2017-07-05,Online TA,PRT,168,5,241.0,1205.0,0.858974,1035.06367,No Deposit,Transient
Resort Hotel,2017-07-05,Online TA,IRL,352,7,193.5,1354.5,0.716054,969.895143,No Deposit,Transient
Resort Hotel,2017-07-06,Online TA,DNK,140,12,188.42,2261.04,0.728643,1647.49096872,No Deposit,Transient
Resort Hotel,2017-07-06,Online TA,CN,339,14,125.52,1757.28,0.753799,1324.6359067199999,No Deposit,Transient
Resort Hotel,2017-07-06,Online TA,RUS,131,6,223.33,1339.98,0.858974,1151.00798052,No Deposit,Transient
Resort Hotel,2017-07-06,Offline TA/TO,PRT,335,14,108.0,1512.0,0.753799,1139.744088,No Deposit,Contract
City Hotel,2017-07-08,Online TA,ITA,159,13,152.1,1977.3,0.76555,1513.7220149999998,No Deposit,Transient
Resort Hotel,2017-07-08,Offline TA/TO,PRT,162,9,204.0,1836.0,0.728643,1337.788548,No Deposit,Transient
Resort Hotel,2017-07-08,Offline TA/TO,PRT,162,9,204.0,1836.0,0.728643,1337.788548,No Deposit,Transient
City Hotel,2017-07-08,Online TA,ITA,157,14,152.1,2129.4,0.612774,1304.8409556000001,No Deposit,Transient
Resort Hotel,2017-07-08,Online TA,PRT,186,6,274.67,1648.02,0.787234,1297.37737668,No Deposit,Transient
Resort Hotel,2017-07-08,Online TA,PRT,109,8,197.5,1580.0,0.753799,1191.00242,No Deposit,Transient
Resort Hotel,2017-07-08,Online TA,PRT,128,7,238.0,1666.0,0.669951,1116.138366,No Deposit,Transient
Resort Hotel,2017-07-08,Offline TA/TO,PRT,192,10,129.7,1297.0,0.669951,868.9264469999999,No Deposit,Transient
City Hotel,2017-07-08,Online TA,FRA,349,10,180.9,1809.0,0.479303,867.059127,No Deposit,Transient
Resort Hotel,2017-07-09,Online TA,PRT,190,12,146.98,1763.76,0.753799,1329.52052424,No Deposit,Transient
Resort Hotel,2017-07-09,Online TA,BEL,315,8,242.75,1942.0,0.669951,1301.044842,No Deposit,Transient
Resort Hotel,2017-07-09,Online TA,IRL,195,7,234.29,1640.03,0.669951,1098.7397385299998,No Deposit,Transient
Resort Hotel,2017-07-09,Online TA,BEL,229,6,247.33,1483.98,0.669951,994.19388498,No Deposit,Transient
Resort Hotel,2017-07-09,Direct,PRT,349,6,178.75,1072.5,0.753799,808.4494275,No Deposit,Transient
Resort Hotel,2017-07-10,Online TA,PRT,162,10,188.0,1880.0,0.753799,1417.14212,No Deposit,Transient
Resort Hotel,2017-07-10,Online TA,PRT,137,9,186.84,1681.56,0.669951,1126.5628035599998,No Deposit,Transient
Resort Hotel,2017-07-10,Online TA,PRT,120,7,202.0,1414.0,0.753799,1065.871786,No Deposit,Transient
City Hotel,2017-07-10,Online TA,FRA,169,7,206.1,1442.7,0.710012,1024.3343124,No Deposit,Transient
Resort Hotel,2017-07-10,Online TA,PRT,136,7,181.43,1270.01,0.753799,957.33226799,No Deposit,Transient
Resort Hotel,2017-07-10,Direct,PRT,129,7,222.93,1560.51,0.6,936.3059999999999,No Deposit,Transient
City Hotel,2017-07-10,Online TA,BRA,233,6,179.1,1074.6,0.84252,905.371992,No Deposit,Transient
Resort Hotel,2017-07-10,Online TA,BRA,110,7,200.0,1400.0,0.617424,864.3936,No Deposit,Transient
Resort Hotel,2017-07-10,Online TA,ESP,163,6,182.0,1092.0,0.787234,859.659528,No Deposit,Transient
Resort Hotel,2017-07-10,Online TA,CHE,217,4,293.0,1172.0,0.714286,837.143192,No Deposit,Transient
Resort Hotel,2017-07-11,Online TA,NOR,346,14,165.6,2318.4,0.714286,1656.0006624,No Deposit,Transient
Resort Hotel,2017-07-11,Online TA,ITA,151,7,230.86,1616.02,0.753799,1218.15425998,No Deposit,Transient
City Hotel,2017-07-11,Online TA,BEL,82,7,220.0,1540.0,0.635739,979.0380600000001,No Deposit,Transient
Resort Hotel,2017-07-11,Online TA,PRT,131,7,160.71,1124.97,0.753799,848.00126103,No Deposit,Transient
Resort Hotel,2017-07-12,Online TA,PRT,90,7,224.16,1569.12,0.669951,1051.2335131199998,No Deposit,Transient
Resort Hotel,2017-07-12,Online TA,GBR,20,5,272.0,1360.0,0.714286,971.42896,No Deposit,Transient
Resort Hotel,2017-07-12,Online TA,PRT,82,6,220.4,1322.4,0.658537,870.8493288000001,No Deposit,Transient
Resort Hotel,2017-07-13,Online TA,PRT,161,14,113.14,1583.96,0.753799,1193.98746404,No Deposit,Transient
Resort Hotel,2017-07-13,Direct,PRT,154,9,203.0,1827.0,0.617424,1128.0336479999999,No Deposit,Transient
City Hotel,2017-07-13,Online TA,RUS,303,10,184.5,1845.0,0.589474,1087.5795300000002,No Deposit,Transient
Resort Hotel,2017-07-13,Online TA,PRT,74,7,230.3,1612.1,0.658537,1061.6274977,No Deposit,Transient
Resort Hotel,2017-07-13,Online TA,SWE,46,4,285.0,1140.0,0.753799,859.33086,No Deposit,Transient
Resort Hotel,2017-07-14,Online TA,SEN,212,10,289.6,2896.0,0.753799,2183.001904,No Deposit,Transient
Resort Hotel,2017-07-14,Online TA,GBR,70,7,240.0,1680.0,0.858974,1443.0763200000001,No Deposit,Transient
Resort Hotel,2017-07-14,Online TA,PRT,242,8,233.1,1864.8,0.753799,1405.6843752,No Deposit,Transient
Resort Hotel,2017-07-14,Direct,PRT,283,11,169.0,1859.0,0.617424,1147.7912159999998,No Deposit,Transient
City Hotel,2017-07-14,Online TA,MAR,23,5,192.0,960.0,0.84252,808.8192,No Deposit,Transient
Resort Hotel,2017-07-14,Online TA,PRT,9,7,237.71,1663.97,0.48,798.7056,No Deposit,Transient
Resort Hotel,2017-07-14,Offline TA/TO,PRT,113,7,171.69,1201.83,0.658537,791.44952271,No Deposit,Transient
Resort Hotel,2017-07-15,Online TA,RUS,99,9,209.0,1881.0,0.865497,1627.999857,No Deposit,Transient
Resort Hotel,2017-07-15,Online TA,PRT,17,9,234.67,2112.03,0.617424,1304.0180107200001,No Deposit,Transient
Resort Hotel,2017-07-15,Online TA,RUS,99,9,231.22,2080.98,0.617424,1284.84699552,No Deposit,Transient
Resort Hotel,2017-07-15,Online TA,PRT,113,9,184.44,1659.96,0.753799,1251.27618804,No Deposit,Transient
Resort Hotel,2017-07-15,Online TA,PRT,126,7,192.0,1344.0,0.728643,979.296192,No Deposit,Transient
Resort Hotel,2017-07-15,Online TA,PRT,126,7,192.0,1344.0,0.728643,979.296192,No Deposit,Transient
Resort Hotel,2017-07-15,Online TA,PRT,126,7,192.0,1344.0,0.728643,979.296192,No Deposit,Transient
Resort Hotel,2017-07-15,Online TA,PRT,126,7,192.0,1344.0,0.728643,979.296192,No Deposit,Transient
Resort Hotel,2017-07-15,Online TA,IRL,125,7,180.0,1260.0,0.753799,949.78674,No Deposit,Transient
Resort Hotel,2017-07-15,Online TA,IRL,125,7,160.0,1120.0,0.728643,816.0801600000001,No Deposit,Transient
Resort Hotel,2017-07-15,Online TA,IRL,125,7,160.0,1120.0,0.728643,816.0801600000001,No Deposit,Transient
Resort Hotel,2017-07-15,Online TA,PRT,268,7,192.68,1348.76,0.6,809.256,No Deposit,Transient-Party
Resort Hotel,2017-07-15,Online TA,PRT,268,7,192.68,1348.76,0.6,809.256,No Deposit,Transient-Party
Resort Hotel,2017-07-15,Online TA,GBR,167,7,152.86,1070.02,0.753799,806.58000598,No Deposit,Transient
Resort Hotel,2017-07-16,Online TA,PRT,184,13,216.93,2820.09,0.728643,2054.83883787,No Deposit,Transient
Resort Hotel,2017-07-16,Online TA,PRT,336,5,281.0,1405.0,0.858974,1206.8584700000001,No Deposit,Transient
Resort Hotel,2017-07-16,Online TA,CHE,188,7,203.71,1425.97,0.753799,1074.89476003,No Deposit,Transient
Resort Hotel,2017-07-16,Direct,PRT,143,5,299.2,1496.0,0.669951,1002.2466959999999,No Deposit,Transient
Resort Hotel,2017-07-16,Online TA,PRT,340,10,156.0,1560.0,0.617424,963.18144,No Deposit,Transient
Resort Hotel,2017-07-16,Online TA,PRT,340,10,156.0,1560.0,0.617424,963.18144,No Deposit,Transient
Resort Hotel,2017-07-16,Online TA,CHE,188,7,171.71,1201.97,0.728643,875.8070267100001,No Deposit,Transient
Resort Hotel,2017-07-16,Online TA,FRA,128,6,192.0,1152.0,0.753799,868.376448,No Deposit,Transient
Resort Hotel,2017-07-16,Online TA,PRT,158,10,115.2,1152.0,0.753799,868.376448,No Deposit,Transient
Resort Hotel,2017-07-17,Online TA,PRT,236,16,182.92,2926.72,0.865497,2533.06737984,No Deposit,Transient
Resort Hotel,2017-07-17,Online TA,CHE,240,16,183.05,2928.8,0.753799,2207.7265112,No Deposit,Transient
Resort Hotel,2017-07-17,Online TA,PRT,268,14,183.59,2570.26,0.728643,1872.8019571800003,No Deposit,Transient
Resort Hotel,2017-07-17,Online TA,CHE,195,9,290.67,2616.03,0.658537,1722.7525481100001,No Deposit,Transient
Resort Hotel,2017-07-17,Direct,RUS,55,11,260.0,2860.0,0.6,1716.0,No Deposit,Transient
Resort Hotel,2017-07-17,Online TA,CHE,194,9,290.67,2616.03,0.617424,1615.19970672,No Deposit,Transient
Resort Hotel,2017-07-17,Online TA,PRT,42,7,342.29,2396.03,0.669951,1605.2226945300001,No Deposit,Transient
Resort Hotel,2017-07-17,Online TA,ESP,332,8,219.5,1756.0,0.858974,1508.358344,No Deposit,Transient
Resort Hotel,2017-07-17,Online TA,BRA,159,9,192.0,1728.0,0.858974,1484.307072,No Deposit,Transient
Resort Hotel,2017-07-17,Online TA,SWE,155,7,217.86,1525.02,0.858974,1309.95252948,No Deposit,Transient
Resort Hotel,2017-07-17,Online TA,GBR,322,7,244.0,1708.0,0.669951,1144.276308,No Deposit,Transient
Resort Hotel,2017-07-17,Offline TA/TO,PRT,133,7,216.25,1513.75,0.669951,1014.13832625,No Deposit,Transient
Resort Hotel,2017-07-17,Online TA,BRA,128,9,168.89,1520.01,0.617424,938.4906542399999,No Deposit,Transient
Resort Hotel,2017-07-17,Online TA,NOR,252,6,192.0,1152.0,0.753799,868.376448,No Deposit,Transient
Resort Hotel,2017-07-17,Online TA,PRT,182,6,181.88,1091.28,0.728643,795.1535330400001,No Deposit,Transient
Resort Hotel,2017-07-18,Online TA,LUX,128,7,188.57,1319.99,0.728643,961.8014735700001,No Deposit,Transient
Resort Hotel,2017-07-18,Online TA,PRT,43,6,255.0,1530.0,0.617424,944.6587199999999,No Deposit,Transient
Resort Hotel,2017-07-18,Online TA,ESP,165,5,192.0,960.0,0.858974,824.61504,No Deposit,Transient
Resort Hotel,2017-07-18,Online TA,ESP,72,4,271.0,1084.0,0.753799,817.118116,No Deposit,Transient
City Hotel,2017-07-19,Online TA,BRA,146,11,196.12,2157.32,0.76555,1651.536326,No Deposit,Transient
Resort Hotel,2017-07-19,Online TA,RUS,187,9,183.33,1649.97,0.858974,1417.28133078,No Deposit,Transient
Resort Hotel,2017-07-19,Direct,PRT,72,7,306.0,2142.0,0.6,1285.2,No Deposit,Transient
Resort Hotel,2017-07-19,Online TA,MAR,16,8,231.13,1849.04,0.669951,1238.76619704,No Deposit,Transient
Resort Hotel,2017-07-19,Online TA,ESP,20,11,232.91,2562.01,0.461538,1182.4649713800002,No Deposit,Transient
Resort Hotel,2017-07-19,Online TA,PRT,125,7,168.14,1176.98,0.753799,887.2063470200001,No Deposit,Transient
Resort Hotel,2017-07-20,Offline TA/TO,PRT,202,14,158.63,2220.82,0.753799,1674.0518951800002,No Deposit,Transient
Resort Hotel,2017-07-20,Online TA,PRT,91,4,377.0,1508.0,0.753799,1136.728892,No Deposit,Transient
City Hotel,2017-07-20,Online TA,NOR,141,10,174.6,1746.0,0.612774,1069.9034040000001,No Deposit,Transient
Resort Hotel,2017-07-21,Online TA,PRT,200,15,172.2,2583.0,0.858974,2218.729842,No Deposit,Transient
Resort Hotel,2017-07-21,Online TA,PRT,109,10,229.0,2290.0,0.753799,1726.19971,No Deposit,Transient
Resort Hotel,2017-07-21,Online TA,PRT,108,10,229.0,2290.0,0.753799,1726.19971,No Deposit,Transient
Resort Hotel,2017-07-21,Online TA,CHE,116,8,289.0,2312.0,0.728643,1684.622616,No Deposit,Transient
Resort Hotel,2017-07-21,Online TA,PRT,142,8,213.0,1704.0,0.753799,1284.473496,No Deposit,Transient
Resort Hotel,2017-07-21,Offline TA/TO,PRT,73,8,203.75,1630.0,0.714286,1164.28618,No Deposit,Transient
Resort Hotel,2017-07-21,Online TA,PRT,73,7,237.0,1659.0,0.669951,1111.448709,No Deposit,Transient
Resort Hotel,2017-07-21,Online TA,PRT,166,7,212.0,1484.0,0.728643,1081.306212,No Deposit,Transient
Resort Hotel,2017-07-21,Online TA,PRT,268,7,165.38,1157.66,0.858974,994.3998408400001,No Deposit,Transient
Resort Hotel,2017-07-21,Online TA,CN,9,4,359.5,1438.0,0.617424,887.8557119999999,No Deposit,Transient
Resort Hotel,2017-07-21,Direct,FRA,55,15,207.67,3115.05,0.278846,868.6192323,No Deposit,Transient
Resort Hotel,2017-07-22,Online TA,PRT,352,14,219.0,3066.0,0.865497,2653.613802,No Deposit,Transient
Resort Hotel,2017-07-22,Online TA,PRT,163,14,180.0,2520.0,0.787234,1983.82968,No Deposit,Transient
Resort Hotel,2017-07-22,Online TA,SWE,139,7,278.57,1949.99,0.753799,1469.90051201,No Deposit,Transient
Resort Hotel,2017-07-22,Online TA,PRT,28,6,353.0,2118.0,0.669951,1418.956218,No Deposit,Transient
Resort Hotel,2017-07-22,Online TA,PRT,28,6,315.0,1890.0,0.728643,1377.13527,No Deposit,Transient
Resort Hotel,2017-07-22,Online TA,PRT,186,7,244.0,1708.0,0.787234,1344.595672,No Deposit,Transient
Resort Hotel,2017-07-22,Online TA,ROU,151,7,265.0,1855.0,0.723418,1341.94039,No Deposit,Transient
Resort Hotel,2017-07-22,Online TA,ESP,159,7,212.0,1484.0,0.858974,1274.717416,No Deposit,Transient
Resort Hotel,2017-07-22,Online TA,ESP,159,7,212.0,1484.0,0.858974,1274.717416,No Deposit,Transient
Resort Hotel,2017-07-22,Online TA,ESP,159,7,212.0,1484.0,0.858974,1274.717416,No Deposit,Transient
Resort Hotel,2017-07-22,Online TA,PRT,26,8,205.0,1640.0,0.753799,1236.23036,No Deposit,Transient
Resort Hotel,2017-07-22,Online TA,PRT,134,7,230.0,1610.0,0.753799,1213.61639,No Deposit,Transient
Resort Hotel,2017-07-22,Online TA,ESP,159,8,248.0,1984.0,0.6,1190.3999999999999,No Deposit,Transient
Resort Hotel,2017-07-22,Direct,PRT,117,7,274.6,1922.2,0.617424,1186.8124128,No Deposit,Transient
Resort Hotel,2017-07-22,Online TA,PRT,82,6,257.0,1542.0,0.753799,1162.358058,No Deposit,Transient
Resort Hotel,2017-07-22,Online TA,ESP,159,7,192.0,1344.0,0.858974,1154.461056,No Deposit,Transient
Resort Hotel,2017-07-22,Online TA,ESP,159,7,192.0,1344.0,0.858974,1154.461056,No Deposit,Transient
Resort Hotel,2017-07-22,Online TA,NLD,198,7,244.0,1708.0,0.669951,1144.276308,No Deposit,Transient
Resort Hotel,2017-07-22,Online TA,SWE,174,9,160.0,1440.0,0.753799,1085.47056,No Deposit,Transient
Resort Hotel,2017-07-22,Online TA,SWE,174,9,160.0,1440.0,0.753799,1085.47056,No Deposit,Transient
Resort Hotel,2017-07-22,Direct,PRT,82,6,317.0,1902.0,0.552637,1051.1155740000002,No Deposit,Transient
City Hotel,2017-07-22,Online TA,FRA,180,6,229.5,1377.0,0.75076,1033.7965199999999,No Deposit,Transient
